Index,TaskIndex,StartTimeStamp,DiscoveredTimeStamp,QuestionedTimeStamp,EndTimeStamp,Error,ErrorOnPlane,TaskPosition,PlayerPosition,Pointing
0,0,0.0279256,14.88095,47.93366,50.24514,17.840,0.994,(16.0, 1.2, 18.0),(19.2, 1.2, 16.2),(-0.8, -0.3, 0.5)
1,1,50.24614,101.9693,121.235,132.7366,13.757,8.974,(18.0, 1.2, 10.0),(16.1, 1.2, 15.1),(0.5, -0.2, -0.9)
2,2,132.7366,145.3725,165.8207,168.9873,25.386,5.017,(12.0, 1.2, 16.0),(13.1, 1.2, 12.6),(-0.4, -0.4, 0.8)
3,3,168.9873,242.8235,253.4088,256.726,49.370,8.282,(10.0, 1.2, 10.0),(6.9, 1.2, 8.3),(0.6, 0.8, 0.2)
4,4,256.727,274.0965,286.6324,288.8175,54.153,7.769,(8.0, 1.2, 6.0),(4.3, 1.2, 2.8),(0.5, 0.8, 0.3)
5,5,288.8175,336.382,366.8156,370.6195,16.650,4.795,(8.0, 1.2, 0.0),(11.9, 1.2, 1.1),(-0.9, 0.3, -0.2)
6,6,370.6195,385.1296,405.7883,409.6935,18.794,11.728,(16.0, 1.2, 2.0),(17.6, 1.2, 6.8),(-0.1, -0.3, -1.0)
7,7,409.6935,453.4142,499.6177,503.2775,18.628,18.603,(18.0, 1.2, 4.0),(19.7, 1.2, 1.1),(-0.8, 0.0, 0.7)
8,8,503.2775,546.5701,559.5724,562.85,34.555,30.088,(28.0, 1.2, 2.0),(26.9, 1.2, 5.7),(-0.2, 0.3, -0.9)
9,9,562.85,606.7082,619.0819,621.674,71.804,69.204,(34.0, 1.2, 4.0),(37.3, 1.2, 6.1),(-0.7, 0.5, 0.5)
10,10,621.674,676.4857,690.057,692.3875,43.714,26.125,(32.0, 1.2, 16.0),(29.0, 1.2, 13.8),(0.8, 0.6, 0.1)
11,11,692.3875,721.2081,735.4017,738.0459,6.778,6.778,(22.0, 1.2, 20.0),(25.3, 1.2, 22.0),(-0.9, 0.0, -0.4)
12,12,738.0459,761.496,787.5512,792.6919,24.994,10.954,(30.0, 1.2, 20.0),(33.7, 1.2, 18.8),(-0.8, 0.4, 0.4)
13,13,792.6919,859.9681,867.1982,869.6079,43.132,9.700,(32.0, 1.2, 24.0),(33.0, 1.2, 25.9),(-0.5, 0.7, -0.6)
14,14,869.6079,929.6965,950.2361,952.7945,56.524,26.054,(30.0, 1.2, 36.0),(30.9, 1.2, 37.6),(-0.5, 0.8, -0.4)
15,15,952.7955,1001.197,1057.386,1059.148,69.151,32.709,(20.0, 1.2, 30.0),(17.0, 1.2, 33.6),(0.1, 0.9, -0.4)
16,16,1059.148,1093.331,1144.855,1149.444,61.348,61.031,(4.0, 1.2, 36.0),(0.2, 1.2, 34.6),(0.1, 0.1, 1.0)

