Index,TaskIndex,StartTimeStamp,EndTimeStamp,ExecuteTime,PrevDistance
0,0,0.5076425,4.132532,3.62489,0
1,1,4.643169,8.563496,3.920327,2.828427
2,2,9.074547,0,0,4.472136

