Index,TaskIndex,StartTimeStamp,EndTimeStamp,ExecuteTime,PrevDistance
0,0,0.5091001,4.122168,3.613068,0
1,1,4.621391,9.164866,4.543476,2.828427
2,2,9.675079,13.75162,4.076538,4.472136
3,3,14.25865,19.68356,5.424911,6
4,4,20.19322,34.32088,14.12766,4
5,5,34.83152,50.41484,15.58332,2.828427
6,6,50.92591,56.86774,5.94183,4.472136
7,7,57.37891,65.57496,8.196049,4.472136
8,8,66.0863,72.88309,6.796799,2
9,9,73.38453,75.78195,2.397423,2.828427
10,10,76.28255,0,0,6.324555

