Index,TaskIndex,StartTimeStamp,EndTimeStamp,ExecuteTime,PrevDistance
0,0,0.5056182,4.108328,3.60271,0
1,1,4.607597,8.527914,3.920317,2.828427
2,2,9.039158,0,0,4.472136

