Index,TaskIndex,StartTimeStamp,DiscoveredTimeStamp,QuestionedTimeStamp,EndTimeStamp,Error,ErrorOnPlane,TaskPosition,PlayerPosition,Pointing
0,0,0.0295141,52.55483,97.66064,98.69353,88.013,-86.907,(28.000, 1.249, 22.000),(28.803, 1.241, 29.808),(-0.627, 0.779, 0.030)
1,1,98.69452,159.1148,219.4191,224.3235,72.273,62.494,(32.000, 1.249, 38.000),(35.906, 1.234, 37.419),(-0.384, 0.757, -0.529)
2,2,224.3235,260.4967,321.3727,324.4391,49.968,34.603,(36.000, 1.249, 28.000),(37.254, 1.235, 24.006),(-0.614, 0.627, 0.479)
3,3,324.4391,360.5127,401.2284,403.3716,36.661,-8.938,(36.000, 1.249, 16.000),(35.134, 1.238, 12.197),(0.300, 0.586, 0.753)

