Index,TaskIndex,StartTimeStamp,DiscoveredTimeStamp,QuestionedTimeStamp,EndTimeStamp,Error,ErrorOnPlane,TaskPosition,PlayerPosition,Pointing
0,0,0.0289242,32.13918,76.20934,78.78709,45.770,37.143,(18.000, 1.337, 28.000),(15.660, 1.330, 28.031),(0.703, 0.488, 0.518)
1,1,78.78809,98.91008,142.3399,145.4069,94.613,137.436,(16.000, 1.337, 34.000),(11.998, 1.316, 37.553),(-0.012, 0.993, 0.114)
2,2,145.4069,173.9724,193.9185,196.5617,95.030,153.913,(6.000, 1.337, 34.000),(7.912, 1.322, 26.603),(-0.020, 0.995, -0.098)
3,3,196.5617,234.147,285.2625,288.8583,90.243,-95.011,(4.000, 1.337, 32.000),(2.257, 1.312, 37.603),(-0.096, 0.995, -0.021)
4,4,288.8583,316.7135,355.2534,357.2767,95.429,-175.722,(0.000, 1.337, 28.000),(5.614, 1.302, 24.001),(0.086, 0.995, -0.052)
5,5,357.2767,404.2791,440.6645,445.0413,19.070,-10.976,(0.000, 1.337, 20.000),(3.643, 1.285, 13.860),(-0.324, 0.278, 0.904)
6,6,445.0413,476.6395,494.843,497.6201,23.365,9.267,(6.000, 1.337, 10.000),(9.966, 1.281, 8.425),(-0.904, 0.380, 0.198)
7,7,497.6201,561.4542,613.7299,615.9336,34.283,28.309,(4.000, 1.337, 0.000),(4.443, 1.319, 4.013),(0.351, 0.350, -0.868)
8,8,615.9336,643.3438,680.7171,681.8073,26.227,-7.412,(12.000, 1.337, 0.000),(19.504, 1.311, 7.932),(-0.700, 0.428, -0.571)

