Index,TaskIndex,StartTimeStamp,DiscoveredTimeStamp,QuestionedTimeStamp,EndTimeStamp,Error,ErrorOnPlane,TaskPosition,PlayerPosition,Pointing
0,0,0.0299204,14.11466,65.27457,72.55746,104.902,-116.407,(18.000, 1.280, 28.000),(15.320, 1.302, 28.039),(-0.258, 0.826, -0.501)
1,1,72.55846,89.20747,112.6897,118.5304,49.812,-9.299,(16.000, 1.280, 34.000),(12.036, 1.313, 37.329),(0.429, 0.752, -0.500)
2,2,118.5314,164.9993,179.9531,183.5809,47.655,-14.209,(6.000, 1.280, 34.000),(7.749, 1.292, 26.689),(0.009, 0.718, 0.696)
3,3,0,0,0,0,0.000,0.000,,,

