Index,TaskIndex,StartTimeStamp,DiscoveredTimeStamp,QuestionedTimeStamp,EndTimeStamp,Error,ErrorOnPlane,TaskPosition,PlayerPosition,Pointing
0,0,0.028924,35.31844,48.82123,53.01032,61.424,17.042,(16.0, 1.2, 32.0),(14.0, 1.2, 28.8),(0.1, 0.9, 0.5)
1,1,53.01032,93.40517,107.5876,111.1772,55.840,15.024,(6.0, 1.2, 28.0),(9.8, 1.2, 31.4),(-0.3, 0.8, -0.5)
2,2,111.1772,148.3405,195.809,198.0641,33.133,8.964,(2.0, 1.2, 26.0),(4.5, 1.2, 32.0),(-0.4, 0.5, -0.7)
3,3,198.0641,206.5266,222.9777,227.4658,66.309,33.671,(0.0, 1.2, 34.0),(3.3, 1.1, 36.1),(-0.2, 0.9, -0.4)
4,4,227.4658,262.0139,281.241,284.2876,59.229,36.646,(16.0, 1.2, 34.0),(20.0, 1.1, 30.7),(-0.6, 0.8, 0.0)
5,5,284.2876,335.2634,348.4289,351.45,60.987,14.929,(30.0, 1.2, 38.0),(30.8, 1.1, 36.4),(-0.1, 0.9, 0.5)
6,6,351.45,424.7375,429.9735,432.2691,50.493,37.318,(34.0, 1.2, 26.0),(32.2, 1.1, 24.5),(0.8, 0.6, 0.0)
7,7,432.2691,475.3634,486.2026,488.8577,66.712,39.264,(34.0, 1.2, 18.0),(30.4, 1.1, 19.9),(0.2, 0.9, -0.5)
8,8,488.8577,525.3989,557.0554,560.4786,58.944,55.935,(26.0, 1.2, 22.0),(21.8, 1.1, 19.9),(0.8, 0.4, -0.5)
9,9,560.4786,579.5697,593.4265,596.2305,57.910,3.659,(28.0, 1.2, 14.0),(31.9, 1.1, 15.3),(-0.5, 0.9, -0.2)
10,10,596.2305,623.8965,630.9135,634.1001,19.676,2.472,(38.0, 1.2, 6.0),(35.1, 1.1, 4.2),(0.8, 0.3, 0.5)
11,11,634.1001,680.1074,695.3911,697.1226,50.993,29.067,(26.0, 1.2, 6.0),(28.1, 1.1, 2.4),(-0.6, 0.7, 0.4)
12,12,697.1237,728.4885,744.7899,747.8,66.282,48.158,(20.0, 1.2, 2.0),(17.7, 1.1, 3.4),(0.5, 0.8, 0.2)
13,13,747.8,786.3325,799.7825,803.0425,48.690,11.343,(18.0, 1.2, 8.0),(16.0, 1.1, 2.6),(0.3, 0.7, 0.6)
14,14,803.0435,824.0029,831.9001,834.3876,59.382,28.503,(12.0, 1.2, 2.0),(8.5, 1.1, 0.2),(0.3, 0.8, 0.5)
15,15,834.3876,881.7894,892.2187,894.5456,57.336,15.938,(4.0, 1.2, 2.0),(7.8, 1.1, 5.8),(-0.3, 0.8, -0.5)
16,16,894.5456,905.4511,921.9194,924.941,81.036,1.106,(6.0, 1.2, 8.0),(9.6, 1.1, 9.9),(-0.1, 1.0, -0.1)
17,17,924.942,976.5119,988.4706,991.2733,22.361,6.186,(14.0, 1.2, 12.0),(12.4, 1.1, 15.5),(0.3, 0.4, -0.9)
18,18,991.2733,996.8551,1008.832,1011.707,75.165,55.569,(16.0, 1.2, 16.0),(17.9, 1.1, 10.6),(-0.4, 0.9, 0.1)
19,19,1011.707,1037.209,1054.97,1058.302,81.764,65.945,(20.0, 1.2, 16.0),(16.4, 1.1, 18.2),(0.2, 1.0, 0.2)

