Index,TaskIndex,StartTimeStamp,DiscoveredTimeStamp,QuestionedTimeStamp,EndTimeStamp,Error,ErrorOnPlane,TaskPosition,PlayerPosition,Pointing
0,0,0.0279257,23.44507,57.31923,61.67499,59.396,56.797,(16.0, 1.2, 18.0),(18.8, 1.2, 16.5),(-0.1, 0.4, 0.9)
1,1,61.67599,96.41524,138.0658,143.471,52.534,38.603,(18.0, 1.2, 10.0),(16.2, 1.2, 15.0),(0.7, 0.6, -0.4)
2,2,143.471,153.0932,169.7971,173.885,69.402,54.208,(12.0, 1.2, 16.0),(12.6, 1.2, 12.6),(-0.5, 0.8, 0.3)
3,3,173.886,248.9562,258.7947,262.6502,13.864,11.231,(10.0, 1.2, 10.0),(6.8, 1.2, 8.6),(1.0, 0.1, 0.2)
4,4,262.6512,282.3487,293.5599,296.7253,55.979,5.772,(8.0, 1.2, 6.0),(4.2, 1.2, 2.4),(0.4, 0.8, 0.4)
5,5,296.7263,333.4556,364.3868,367.6492,34.810,24.881,(8.0, 1.2, 0.0),(12.4, 1.2, 1.3),(-0.7, 0.4, -0.6)
6,6,367.6492,376.515,389.7438,391.7982,76.833,21.832,(16.0, 1.2, 2.0),(17.9, 1.2, 7.4),(-0.2, 1.0, -0.2)
7,7,391.7991,441.0307,469.2131,473.1701,64.442,59.448,(18.0, 1.2, 4.0),(19.9, 1.1, 1.4),(-0.8, 0.6, -0.1)
8,8,473.1701,520.803,549.7916,553.1691,35.911,29.731,(28.0, 1.2, 2.0),(27.2, 1.1, 6.7),(0.6, 0.4, -0.7)
9,9,553.1691,625.1498,636.7336,639.7626,51.123,18.038,(34.0, 1.2, 4.0),(37.6, 1.1, 6.0),(-0.4, 0.8, -0.5)
10,10,639.7626,680.5358,689.2033,692.2589,50.399,21.527,(32.0, 1.2, 16.0),(28.6, 1.1, 13.9),(0.4, 0.7, 0.5)

