Index,TaskIndex,StartTimeStamp,DiscoveredTimeStamp,QuestionedTimeStamp,EndTimeStamp,Error,ErrorOnPlane,TaskPosition,PlayerPosition,Pointing
0,0,0.0339088,35.88465,46.72256,54.44369,14.351,4.183,(16.0, 1.1, 32.0),(13.9, 1.1, 28.8),(0.5, 0.2, 0.8)
1,1,54.44469,97.0925,109.0102,114.7759,11.961,5.330,(6.0, 1.1, 28.0),(9.9, 1.1, 31.2),(-0.7, 0.2, -0.7)
2,2,114.7759,144.6293,165.788,169.9296,7.054,2.001,(2.0, 1.1, 26.0),(4.8, 1.1, 32.0),(-0.4, 0.1, -0.9)
3,3,169.9296,177.217,199.1971,203.4849,22.626,21.366,(0.0, 1.1, 34.0),(3.3, 1.1, 36.1),(-0.6, 0.1, -0.8)
4,4,203.4849,231.2848,251.7162,256.1969,13.342,10.496,(16.0, 1.1, 34.0),(19.7, 1.1, 30.5),(-0.8, 0.1, 0.5)
5,5,256.1969,308.7328,317.4183,320.6498,12.279,11.465,(30.0, 1.1, 38.0),(30.8, 1.1, 36.2),(-0.2, 0.1, 1.0)
6,6,320.6498,380.5703,384.9569,389.2775,11.103,3.168,(34.0, 1.1, 26.0),(32.3, 1.1, 24.8),(0.8, 0.2, 0.6)
7,7,389.2785,421.1647,437.425,443.4684,12.565,10.754,(34.0, 1.1, 18.0),(30.8, 1.1, 20.2),(0.9, 0.1, -0.4)
8,8,443.4684,473.4116,492.2928,498.4336,5.215,1.800,(26.0, 1.1, 22.0),(22.4, 1.1, 20.5),(0.9, 0.1, 0.4)
9,9,498.4336,517.7375,530.0186,534.1544,16.710,15.095,(28.0, 1.1, 14.0),(32.1, 1.1, 15.2),(-0.8, 0.1, -0.5)
10,10,534.1544,559.8553,570.6622,575.7153,5.670,1.933,(38.0, 1.1, 6.0),(34.3, 1.1, 4.7),(1.0, 0.1, 0.3)
11,11,575.7163,615.8848,627.9945,632.805,10.827,4.906,(26.0, 1.1, 6.0),(28.1, 1.1, 2.8),(-0.5, 0.2, 0.9)
12,12,632.805,667.1308,687.2244,692.3268,6.206,5.545,(20.0, 1.1, 2.0),(18.4, 1.1, 3.3),(0.7, 0.1, -0.7)
13,13,692.3268,734.2314,744.1268,748.3768,10.201,4.754,(18.0, 1.1, 8.0),(15.9, 1.1, 2.7),(0.4, 0.2, 0.9)
14,14,748.3768,755.7078,760.9321,766.0474,18.105,12.817,(12.0, 1.1, 2.0),(8.4, 1.1, 0.6),(1.0, 0.2, 0.2)
15,15,766.0474,784.329,801.8108,806.2982,4.657,1.895,(4.0, 1.1, 2.0),(7.3, 1.1, 5.4),(-0.7, 0.1, -0.7)
16,16,806.2982,820.304,838.9341,844.0731,3.497,1.064,(6.0, 1.1, 8.0),(9.4, 1.1, 9.4),(-0.9, 0.1, -0.4)
17,17,844.074,904.6816,915.0048,918.3038,10.187,4.152,(14.0, 1.1, 12.0),(11.7, 1.1, 15.3),(0.6, 0.2, -0.8)
18,18,918.3038,925.5074,941.2607,947.0248,8.009,0.435,(16.0, 1.1, 16.0),(17.5, 1.1, 10.1),(-0.2, 0.1, 1.0)
19,19,947.0248,971.7819,989.1703,992.9189,7.818,5.665,(20.0, 1.1, 16.0),(17.0, 1.1, 17.9),(0.8, 0.1, -0.6)

