Index,TaskIndex,StartTimeStamp,DiscoveredTimeStamp,QuestionedTimeStamp,EndTimeStamp,Error,ErrorOnPlane
0,0,0.0454153,88.6768,107.8017,110.0789,45.718,39.797
1,1,110.0799,172.1754,196.5664,198.177,55.539,46.309
2,2,198.177,245.647,288.13,289.4069,45.81,1.855
3,3,289.4069,305.3179,331.1646,332.6302,25.9,23.807
4,4,332.6302,399.0153,413.7332,415.092,25.484,25.429
