Index,TaskIndex,StartTimeStamp,DiscoveredTimeStamp,QuestionedTimeStamp,EndTimeStamp,Error,ErrorOnPlane
0,0,0.046384,43.32061,59.52435,64.44386,41.529,6.447
1,1,64.44485,112.3955,120.6888,132.0279,43.162,2.466
2,2,132.0279,176.0889,201.621,212.3645,53.69,20.595
3,3,212.3645,228.7316,253.8359,257.0552,38.771,5.334
4,4,257.0552,288.8311,306.8582,310.8477,46.136,15.037
5,5,310.8477,360.5168,371.6465,375.3732,33.192,23.929
6,6,375.3732,436.7979,442.5906,446.434,36.493,11.712
