Index,TaskIndex,StartTimeStamp,DiscoveredTimeStamp,QuestionedTimeStamp,EndTimeStamp,Error,ErrorOnPlane
0,0,0.0239366,61.55275,90.76348,93.68594,51.25,26.457
1,1,93.68594,159.4583,179.1951,181.4832,50.105,0.573
2,2,181.4832,240.8268,281.0654,284.776,55.802,1.825
3,3,284.776,298.9251,329.2466,332.2908,26.961,17.189
4,4,332.2908,394.0214,427.8744,430.0852,66.908,60.139
