Index,TaskIndex,StartTimeStamp,DiscoveredTimeStamp,QuestionedTimeStamp,EndTimeStamp,Error,ErrorOnPlane
0,0,0.0428855,63.44136,79.42303,84.17852,73.527,54.136
1,1,84.17852,139.4987,150.8165,154.6496,46.963,19.415
2,2,154.6496,197.5437,227.9529,231.3631,67.427,36.281
3,3,231.3631,240.8367,261.717,265.0504,47.323,4.235
4,4,265.0504,314.9408,337.1549,340.1207,49.368,3.035
