Index,TaskIndex,StartTimeStamp,DiscoveredTimeStamp,QuestionedTimeStamp,EndTimeStamp,Error,ErrorOnPlane
0,0,0.0239366,19.20243,47.52327,54.85505,45.884,31.23
1,1,54.85505,93.47143,129.0129,133.3002,58.464,53.358
2,2,133.3013,142.9074,160.7783,164.3781,24.528,4.443
3,3,164.3781,247.2886,256.9135,260.9346,36.607,27.833
4,4,260.9356,278.3327,289.5453,295.0484,37.794,11.976
5,5,295.0484,329.8672,345.8607,349.7923,40.428,0.761
6,6,349.7923,371.4731,384.3796,387.7959,32.883,19.465
7,7,387.7959,423.2422,447.3059,453.1367,25.968,6.891
