Index,TaskIndex,StartTimeStamp,DiscoveredTimeStamp,QuestionedTimeStamp,EndTimeStamp,Error,ErrorOnPlane
0,0,0.0279249,26.46691,61.99252,66.17355,18.777,9.021
1,1,66.17355,127.2261,148.14,150.2849,18.577,15.231
2,2,150.2849,169.2317,190.3569,192.3007,42.153,19.716
3,3,192.3007,301.8461,325.0039,326.7768,27.758,19.46
