Index,TaskIndex,StartTimeStamp,DiscoveredTimeStamp,QuestionedTimeStamp,EndTimeStamp,Error,ErrorOnPlane
0,0,0.0319114,19.61154,53.35711,57.43025,35.892,20.711
1,1,57.43025,95.7253,120.649,126.639,22.253,11.478
2,2,126.639,133.077,153.9486,156.7732,46.343,17.661
3,3,156.7732,258.0169,280.3745,283.23,72.833,66.308
4,4,283.23,309.612,326.5003,328.8727,46.455,20.474
5,5,328.8727,380.8459,415.182,417.1667,48.928,7.389
6,6,417.1667,431.1751,444.4255,446.3758,54.57,32.889
