Index,TaskIndex,StartTimeStamp,DiscoveredTimeStamp,QuestionedTimeStamp,EndTimeStamp,Error,ErrorOnPlane,TaskPosition,PlayerPosition,Pointing
0,0,0.0269278,77.86964,96.90401,107.9803,28.440,0.853,(16.0, 1.2, 32.0),(13.9, 1.2, 28.3),(0.4, 0.5, 0.8)
1,1,107.9803,189.0021,206.5058,215.9815,32.891,4.804,(6.0, 1.2, 28.0),(10.0, 1.2, 31.5),(-0.6, 0.5, -0.6)
2,2,215.9815,274.9339,319.2835,323.8705,36.909,17.027,(2.0, 1.2, 26.0),(4.5, 1.2, 31.9),(-0.5, 0.6, -0.6)
3,3,323.8705,340.0875,367.1978,399.3747,34.889,11.521,(0.0, 1.2, 34.0),(4.0, 1.3, 36.8),(-0.6, 0.5, -0.6)
4,4,399.3747,452.843,475.522,482.1312,38.810,16.920,(16.0, 1.2, 34.0),(19.9, 1.2, 30.8),(-0.8, 0.6, 0.3)

